timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1600078533465,886,/confirmation.php-35,200,OK,blaze demo 1-3,text,true,,1441,655,5,5,https://blazedemo.com/confirmation.php,886,0,0
1600078530369,472,/confirmation.php-35,200,OK,blaze demo 1-1,text,true,,1476,655,5,5,https://blazedemo.com/confirmation.php,472,0,0
1600078534352,7637,/update/3/GMP/80.0.1/20200831163820/WINNT_x86_64-msvc-x64/en-US/release/Windows_NT%2010.0.0.0.19041.450%20(x64)/default/default/update.xml-36,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: aus5.mozilla.org,blaze demo 1-3,text,false,,2097,0,5,5,https://aus5.mozilla.org/update/3/GMP/80.0.1/20200831163820/WINNT_x86_64-msvc-x64/en-US/release/Windows_NT%2010.0.0.0.19041.450%20(x64)/default/default/update.xml,0,0,7637
1600078530842,11147,/update/3/GMP/80.0.1/20200831163820/WINNT_x86_64-msvc-x64/en-US/release/Windows_NT%2010.0.0.0.19041.450%20(x64)/default/default/update.xml-36,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: aus5.mozilla.org,blaze demo 1-1,text,false,,2293,0,5,5,https://aus5.mozilla.org/update/3/GMP/80.0.1/20200831163820/WINNT_x86_64-msvc-x64/en-US/release/Windows_NT%2010.0.0.0.19041.450%20(x64)/default/default/update.xml,0,0,11146
1600078541992,2477,home page,200,"Number of samples in transaction : 7, number of failing samples : 0",blaze demo 1-4,,true,,36337,2634,5,5,null,0,38,0
1600078541992,876,/-5,200,OK,blaze demo 1-4,text,true,,1582,684,5,5,https://blazedemo.com/,240,0,0
1600078542869,123,/url/status-20,200,OK,blaze demo 1-4,text,true,,376,398,5,5,https://nimbus.bitdefender.net/url/status,123,0,0
1600078542993,381,/-21,200,OK,blaze demo 1-4,text,true,,1441,346,5,5,https://blazedemo.com/,377,0,0
1600078543374,249,/assets/bootstrap-table.css-25,200,OK,blaze demo 1-4,text,true,,1536,319,5,5,https://blazedemo.com/assets/bootstrap-table.css,244,0,0
1600078543623,275,/assets/bootstrap-table.js-23,200,OK,blaze demo 1-4,text,true,,9008,303,5,5,https://blazedemo.com/assets/bootstrap-table.js,242,0,0
1600078543898,338,/assets/bootstrap.min.css-24,200,OK,blaze demo 1-4,text,true,,22161,317,5,5,https://blazedemo.com/assets/bootstrap.min.css,250,0,0
1600078544272,235,/favicon.ico-28,200,OK,blaze demo 1-4,bin,true,,233,267,5,5,https://blazedemo.com/favicon.ico,235,0,0
1600078541991,2651,home page,200,"Number of samples in transaction : 7, number of failing samples : 0",blaze demo 1-2,,true,,35920,2634,5,5,null,0,98,0
1600078541991,934,/-5,200,OK,blaze demo 1-2,text,true,,1446,684,5,5,https://blazedemo.com/,252,0,0
1600078542925,169,/url/status-20,200,OK,blaze demo 1-2,text,true,,376,398,5,5,https://nimbus.bitdefender.net/url/status,169,0,0
1600078543095,519,/-21,200,OK,blaze demo 1-2,text,true,,1453,346,5,5,https://blazedemo.com/,515,0,0
1600078543614,239,/assets/bootstrap-table.css-25,200,OK,blaze demo 1-2,text,true,,1325,319,5,5,https://blazedemo.com/assets/bootstrap-table.css,236,0,0
1600078543854,261,/assets/bootstrap-table.js-23,200,OK,blaze demo 1-2,text,true,,9262,303,5,5,https://blazedemo.com/assets/bootstrap-table.js,246,0,0
1600078544115,293,/assets/bootstrap.min.css-24,200,OK,blaze demo 1-2,text,true,,21825,317,5,5,https://blazedemo.com/assets/bootstrap.min.css,246,0,0
